analysis_mode,snapshot_index,label,bridge_width,density,centralization,clustering
temporal_evaluation,0,2011-01-12,386.0,0.13865546218487396,0.36319612590799033,0.3458739336618855
temporal_evaluation,1,2011-05-12,256.0,0.08795518207282914,0.252385700042729,0.23300434426840383
temporal_evaluation,2,2011-09-09,207.0,0.07633053221288516,0.289844751459906,0.18954811150595355
temporal_evaluation,3,2012-01-07,130.0,0.04971988795518207,0.20581113801452786,0.14808280883154107
temporal_evaluation,4,2012-05-06,132.0,0.043137254901960784,0.19541375872382852,0.1712300866344983
temporal_evaluation,5,2012-09-03,119.0,0.046218487394957986,0.18373451075345393,0.15382183373341327
temporal_evaluation,6,2013-01-01,97.0,0.036414565826330535,0.15097564449508616,0.14399106390398958
temporal_evaluation,7,2013-05-01,99.0,0.03571428571428571,0.19441674975074777,0.1584498038845304
temporal_evaluation,8,2013-08-29,78.0,0.03053221288515406,0.21677823671841617,0.1535287225014236
temporal_evaluation,9,2013-12-27,56.0,0.020448179271708684,0.19285002136447799,0.07769118308591993
temporal_evaluation,10,2014-04-26,76.0,0.027450980392156862,0.22845748468879076,0.11251736478156354
temporal_evaluation,11,2014-08-24,77.0,0.03053221288515406,0.21677823671841617,0.15309402585170948
temporal_evaluation,12,2014-12-22,76.0,0.022829131652661063,0.1733371314627546,0.09014345055105923
temporal_evaluation,13,2015-04-21,64.0,0.021288515406162466,0.17490385984902435,0.11499237518898643
temporal_evaluation,14,2015-08-19,66.0,0.02492997198879552,0.14556331006979062,0.11122355385126284
temporal_evaluation,15,2015-12-17,29.0,0.010924369747899159,0.07434838342116508,0.0053439153439153435
