analysis_mode,snapshot_index,label,bridge_width,density,centralization,clustering
temporal_evaluation,0,d6-d8,16.0,0.016363636363636365,0.12760255617398475,0.17928205128205124
temporal_evaluation,1,d8-d10,29.0,0.013535353535353536,0.10987425273139559,0.18774747474747477
temporal_evaluation,2,d10-d12,13.0,0.005858585858585859,0.0867862296433725,0.07027777777777777
temporal_evaluation,3,d12-d14,8.0,0.00404040404040404,0.05772005772005772,0.056666666666666664
temporal_evaluation,4,d14-d16,21.0,0.008484848484848486,0.09441352298495155,0.11622222222222221
temporal_evaluation,5,d16-d18,8.0,0.0032323232323232323,0.027623170480313337,0.07666666666666666
temporal_evaluation,6,d18-d20,9.0,0.006666666666666667,0.08596165739022882,0.10503968253968253
temporal_evaluation,7,d20-d22,9.0,0.0038383838383838384,0.047619047619047616,0.06
temporal_evaluation,8,d22-d24,3.0,0.0022222222222222222,0.02865388579674294,0.016666666666666666
temporal_evaluation,9,d24-d26,5.0,0.0022222222222222222,0.02865388579674294,0.05333333333333333
temporal_evaluation,10,d26-d28,5.0,0.0024242424242424242,0.059369202226345084,0.03166666666666666
temporal_evaluation,11,d28-d30,4.0,0.0014141414141414141,0.02947845804988662,0.02333333333333333
temporal_evaluation,12,d30-d32,0.0,0.00020202020202020202,0.010101010101010102,0.0
