analysis_mode,snapshot_index,label,bridge_width,density,centralization,clustering
descriptive,0,d0-10,17.0,0.005042016806722689,0.0632388548639795,0.00251984126984127
descriptive,1,d10-20,135.0,0.05070028011204482,0.1449935906566016,0.1139431653819525
descriptive,2,d20-30,172.0,0.06106442577030812,0.15154536390827517,0.0891674025865202
descriptive,3,d30-40,188.0,0.07380952380952381,0.23258795043441105,0.12803021865649733
descriptive,4,d40-50,90.0,0.04019607843137255,0.1898589944452357,0.0670970347066838
descriptive,5,d50-60,45.0,0.020868347338935573,0.07278165503489531,0.020119047619047616
descriptive,6,d60-70,4.0,0.0033613445378151263,0.0393106395100413,0.0
descriptive,7,d70-80,25.0,0.012184873949579832,0.19270759151118075,0.050938502657610206
descriptive,8,d80-90,20.0,0.011764705882352941,0.17604329867540236,0.04718975468975469
descriptive,9,d90-100,17.0,0.007282913165266107,0.060959977211223475,0.030357142857142864
descriptive,10,d100-110,25.0,0.008123249299719889,0.08574277168494517,0.027081529581529585
descriptive,11,d110-120,12.0,0.004061624649859944,0.047144281441390115,0.0
descriptive,12,d120-130,16.0,0.0061624649859943975,0.07919099843327161,0.023048941798941798
descriptive,13,d130-140,14.0,0.004621848739495798,0.06366614442387124,0.013373015873015872
descriptive,14,d140-150,10.0,0.00392156862745098,0.04728671129468737,0.0
descriptive,15,d150-160,10.0,0.003781512605042017,0.08161230593932488,0.01685185185185185
descriptive,16,d160-170,10.0,0.0030812324929971988,0.04814129041447087,0.0
descriptive,17,d170-180,7.0,0.00196078431372549,0.04073493804301381,0.0
descriptive,18,d180-190,5.0,0.002661064425770308,0.07420595356786783,0.0
descriptive,19,d190-200,2.0,0.0012605042016806723,0.04144708730950007,0.0
